weight_id,distance_weight,population_weight,traffic_weight,airspace_weight,weight_sum,weight_set,weight_step,is_grid_weight,is_distance_only,is_population_only,is_traffic_only,is_airspace_only,is_equal_weight,is_current_ratio_baseline
w_0260,0.6,0.1,0.3,0.0,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0261,0.6,0.2,0.0,0.2,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0262,0.6,0.2,0.1,0.1,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0263,0.6,0.2,0.2,0.0,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0264,0.6,0.3,0.0,0.1,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0265,0.6,0.3,0.1,0.0,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0266,0.6,0.4,0.0,0.0,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0267,0.7,0.0,0.0,0.3,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0268,0.7,0.0,0.1,0.2,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0269,0.7,0.0,0.2,0.1,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0270,0.7,0.0,0.3,0.0,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0271,0.7,0.1,0.0,0.2,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0272,0.7,0.1,0.1,0.1,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0273,0.7,0.1,0.2,0.0,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0274,0.7,0.2,0.0,0.1,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
w_0275,0.7,0.2,0.1,0.0,1.0,grid_0_10,0.1,True,False,False,False,False,False,False
